name,email,country,language,city,instagram,twitter,phone,organization,type,notes
Greenpeace Africa,,ZAF,en,Johannesburg,@greenpeaceafrica,@GreenpeaceAfric,,Greenpeace,other,Environmental advocacy in Africa
WWF South Africa,,ZAF,en,Johannesburg,@wwfsouthafrica,@WWFSouthAfrica,,World Wildlife Fund,other,Conservation and environmental protection
African Climate Alliance,,ZAF,en,Johannesburg,@africanclimatealliance,@AfricanClimate,,Climate advocacy group,other,Youth-led climate action
South African Institute of International Affairs,,ZAF,en,Johannesburg,@saiia_info,@SAIIA_info,,SAIIA,other,Geopolitical research and policy
Earthlife Africa Johannesburg,,ZAF,en,Johannesburg,@earthlife_africa,not_sure,,Environmental NGO,other,Focus on sustainable development
African Centre for Biodiversity,,ZAF,en,Johannesburg,@african_biodiversity,not_sure,,Biodiversity advocacy,other,Promotes biodiversity conservation
Centre for Environmental Rights,,ZAF,en,Johannesburg,@cer_orgza,@CER_Africa,,Legal advocacy group,other,Environmental justice and rights
South African Faith Communities Environment Institute,,ZAF,en,Johannesburg,@safcei,@SAFCEI,,Faith-based environmental group,other,Faith and environment advocacy
African Wildlife Foundation,,ZAF,en,Johannesburg,@africanwildlifefoundation,@AWF_Official,,Wildlife conservation NGO,other,Conservation of African wildlife
Climate Justice Coalition,,ZAF,en,Johannesburg,@climatejusticecoalition,not_sure,,Climate advocacy group,other,Climate justice and policy change
Endangered Wildlife Trust,,ZAF,en,Johannesburg,@endangeredwildlifetrust,@EndangeredWT,,Wildlife conservation NGO,other,Protects threatened species
Green Building Council South Africa,,ZAF,en,Johannesburg,@gbcsa,@GBCSA,,Sustainable building advocacy,other,Promotes green building practices
South African National Biodiversity Institute,,ZAF,en,Johannesburg,@sanbi_zaf,not_sure,,Biodiversity research,other,Biodiversity conservation and research
African Climate Reality Project,,ZAF,en,Johannesburg,@climatereality,@AfricaCRP,,Climate advocacy group,other,Climate change education and advocacy
Sustainable Energy Africa,,ZAF,en,Johannesburg,@sustainableenergyafrica,not_sure,,Energy advocacy group,other,Promotes sustainable energy solutions
Greenpop Foundation,,ZAF,en,Johannesburg,@greenpop,@GreenpopSA,,Environmental NGO,other,Tree planting and urban greening
African Parks,,ZAF,en,Johannesburg,@africanparksnetwork,@AfricanParks,,Conservation NGO,other,Manages national parks
South African Youth Climate Coalition,,ZAF,en,Johannesburg,@saycc_za,not_sure,,Youth climate advocacy,other,Youth-led climate action
BirdLife South Africa,,ZAF,en,Johannesburg,@birdlife_sa,@BirdLife_SA,,Bird conservation NGO,other,Conservation of bird species
Institute for Security Studies,,ZAF,en,Johannesburg,@issafrica,@issafrica,,Security research institute,other,Research on peace and security
Centre for Conflict Resolution,,ZAF,en,Johannesburg,@ccr_africa,not_sure,,Conflict resolution NGO,other,Peace and conflict resolution
